model_name,organization,source_url,official_website,logo_url,description,downloads,likes,pipeline_tag,library_name,website_verified,logo_verified,verification_source
MuQ-large-msd-iter,OpenMuQ,https://huggingface.co/OpenMuQ/MuQ-large-msd-iter,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"MuQ-large-msd-iter is a specialized audio classification model developed by OpenMuQ, designed to accurately categorize and identify various audio segments from large datasets through iterative refinement.",451397,25,audio-classification,,YES,YES,DuckDuckGo search + HTTP verification
Qwen3-30B-A3B-abliterated,mlabonne,https://huggingface.co/mlabonne/Qwen3-30B-A3B-abliterated,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Qwen3-30B-A3B-abliterated is a text-generation AI model created by mlabonne, capable of producing large volumes of text and trained on ablated datasets, optimized for specific tasks such as text completion and summarization.",451021,44,text-generation,transformers,YES,YES,DuckDuckGo search + HTTP verification
Qwen3-Coder-Next,Qwen,https://huggingface.co/Qwen/Qwen3-Coder-Next,https://qwen.ai/,https://qwen.ai/favicon.ico,"Qwen3-Coder-Next is a text-generation AI model designed for creating precise and contextually rich text outputs, specifically tailored for coders to assist with generating code snippets and documentation.",449526,1624,text-generation,transformers,YES,YES,Known official domain + HTTP verification
NVIDIA-Nemotron-3.5-Lightning-30B-A3B-BF16,nvidia,https://huggingface.co/nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-BF16,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"NVIDIA-Nemotron-3.5-Lightning-30B-A3B-BF16 is a text-generation model optimized for generating text using the NVIDIA Nemotron architecture, featuring 30 billion parameters, trained in a 8-bit format with 16-bit mixed precision for efficient computation, all developed by NVIDIA.",449278,198,text-generation,transformers,YES,YES,DuckDuckGo search + HTTP verification
pythia-70m,EleutherAI,https://huggingface.co/EleutherAI/pythia-70m,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"pythia-70m is a language model developed by EleutherAI with 70 million parameters, designed for generating human-like text across various tasks such as text completion and question answering, using the GPT-NeoX library.",447430,85,,gpt-neox,YES,YES,DuckDuckGo search + HTTP verification
gemma-4-31B-it-qat-q4_0-gguf,google,https://huggingface.co/google/gemma-4-31B-it-qat-q4_0-gguf,https://www.google.com/,https://www.google.com/favicon.ico,"Gemma-4-31B-it-qat-q4_0-gguf is a specialized AI model developed by Google for generating text from image and text inputs, using the transformers library, designed to operate efficiently in the Italian language context.",446084,127,image-text-to-text,transformers,YES,YES,Known official domain + HTTP verification
tiny-random-LlamaForCausalLM,optimum-intel-internal-testing,https://huggingface.co/optimum-intel-internal-testing/tiny-random-LlamaForCausalLM,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"The tiny-random-LlamaForCausalLM model is a small-sized AI intelligence designed for generating text, specifically crafted for internal testing purposes by Optimum-Intel.",445831,0,,,YES,YES,DuckDuckGo search + HTTP verification
vietnamese-bi-encoder,bkai-foundation-models,https://huggingface.co/bkai-foundation-models/vietnamese-bi-encoder,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"The vietnamese-bi-encoder is a bi-directional encoder model specifically designed for sentence similarity tasks, utilizing a generic library framework for efficient processing and comparison of textual information in Vietnamese.",445643,79,sentence-similarity,generic,YES,YES,DuckDuckGo search + HTTP verification
Wan2.1-FLF2V-14B-720P-gguf,city96,https://huggingface.co/city96/Wan2.1-FLF2V-14B-720P-gguf,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Wan2.1-FLF2V-14B-720P-gguf is a specialized AI model developed by city96 for generating video content from images using the gguf library, capable of producing 14 billion unique frames in 720p resolution.",445425,29,image-to-video,gguf,YES,YES,DuckDuckGo search + HTTP verification
maple-preview-GGUF,deepgrove,https://huggingface.co/deepgrove/maple-preview-GGUF,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"maple-preview-GGUF is a text-generation AI model developed by deepgrove specifically designed for generating text based on various input prompts, utilizing the transformers library for processing and training.",444695,59,text-generation,transformers,YES,YES,DuckDuckGo search + HTTP verification
Qwen-Image-Lightning,lightx2v,https://huggingface.co/lightx2v/Qwen-Image-Lightning,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Qwen-Image-Lightning is a text-to-image AI model developed by lightx2v using the diffusers library, specifically designed for generating images based on textual descriptions with a focus on speed and efficiency.",442978,824,text-to-image,diffusers,YES,YES,DuckDuckGo search + HTTP verification
Qwen3.5-4B-Base,Qwen,https://huggingface.co/Qwen/Qwen3.5-4B-Base,https://qwen.ai/,https://qwen.ai/favicon.ico,"Qwen3.5-4B-Base is a specialized AI model designed for generating text that corresponds to a given image and initial text prompt, leveraging the transformers library.",442201,85,image-text-to-text,transformers,YES,YES,Known official domain + HTTP verification
GLM-5.3-Flash,zai-org,https://huggingface.co/zai-org/GLM-5.3-Flash,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"GLM-5.3-Flash is a specialized AI model designed for generating text that corresponds to a given image and textual prompt, utilizing the transformers library, developed by zai-org.",441348,1982,image-text-to-text,transformers,YES,YES,DuckDuckGo search + HTTP verification
gemma-3-27b-it,google,https://huggingface.co/google/gemma-3-27b-it,https://www.google.com/,https://www.google.com/favicon.ico,"Gemma-3-27b-it is a specialized AI model designed for generating text from both images and associated text inputs, using the transformers library, developed by Google.",441313,2018,image-text-to-text,transformers,YES,YES,Known official domain + HTTP verification
Kimi-K2.7-Code-NVFP4,nvidia,https://huggingface.co/nvidia/Kimi-K2.7-Code-NVFP4,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Kimi-K2.7-Code-NVFP4 is a text-generation AI model specifically designed for natural language processing tasks, crafted by NVIDIA and optimized using the Model Optimizer for efficient deployment and performance.",440966,9,text-generation,Model Optimizer,YES,YES,DuckDuckGo search + HTTP verification
DeepSeek-V4-Flash-DSpark,deepseek-ai,https://huggingface.co/deepseek-ai/DeepSeek-V4-Flash-DSpark,https://www.deepseek.com/,https://www.deepseek.com/favicon.ico,"DeepSeek-V4-Flash-DSpark is a text-generation AI model specifically designed for generating human-like text across a wide range of applications including content creation, chatbots, and language processing tasks, leveraging the latest advancements in the transformers library.",440953,268,text-generation,transformers,YES,YES,Known official domain + HTTP verification
VieNeu-TTS-v3-Turbo,pnnbao-ump,https://huggingface.co/pnnbao-ump/VieNeu-TTS-v3-Turbo,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"VieNeu-TTS-v3-Turbo is a specialized text-to-speech model developed by pnnbao-ump, designed to generate natural-sounding speech from text with high efficiency and quality.",439879,58,text-to-speech,,YES,YES,DuckDuckGo search + HTTP verification
msmarco-bert-base-dot-v5,sentence-transformers,https://huggingface.co/sentence-transformers/msmarco-bert-base-dot-v5,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"msmarco-bert-base-dot-v5 is a sentence-transformers model specifically designed for sentence similarity tasks, utilizing the BERT base architecture with a dot product based similarity scoring mechanism.",439696,21,sentence-similarity,sentence-transformers,YES,YES,DuckDuckGo search + HTTP verification
tiny-random-gpt2,optimum-intel-internal-testing,https://huggingface.co/optimum-intel-internal-testing/tiny-random-gpt2,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"The tiny-random-gpt2 model is a pre-trained artificial intelligence language model used for generating random text, designed for internal testing purposes by Optimum-Intel.",439638,0,,,YES,YES,DuckDuckGo search + HTTP verification
Llama-3.1-70B-Instruct,meta-llama,https://huggingface.co/meta-llama/Llama-3.1-70B-Instruct,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Llama-3.1-70B-Instruct is a text-generation AI model specifically designed for instruction-following tasks, featuring 70 billion parameters and developed by meta-llama, utilizing the transformers library.",439231,963,text-generation,transformers,YES,YES,DuckDuckGo search + HTTP verification
Qwen2.5-72B-Instruct,Qwen,https://huggingface.co/Qwen/Qwen2.5-72B-Instruct,https://qwen.ai/,https://qwen.ai/favicon.ico,"Qwen2.5-72B-Instruct is a large-scale text-generation AI model specifically designed for creating detailed and contextually rich responses, powered by the transformers library, and optimized for specific instruction-following tasks.",438256,981,text-generation,transformers,YES,YES,Known official domain + HTTP verification
vit_base_patch16_224.augreg2_in21k_ft_in1k,timm,https://huggingface.co/timm/vit_base_patch16_224.augreg2_in21k_ft_in1k,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"The vit_base_patch16_224.augreg2_in21k_ft_in1k model is a pre-trained image classification AI from the timm library, fine-tuned on the In1K dataset and fine-tuned on the In21K dataset, using augmented random geometric transformations, specifically designed for classifying images with over 21,000 categories.",438216,14,image-classification,timm,YES,YES,DuckDuckGo search + HTTP verification
WanVideo_comfy_fp8_scaled,Kijai,https://huggingface.co/Kijai/WanVideo_comfy_fp8_scaled,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"WanVideo_comfy_fp8_scaled is a diffusion-based AI model fine-tuned for video processing tasks, specifically designed for advanced image and video synthesis, utilizing an 8-bit floating point precision library and optimized for efficient computation and resource scaling.",438089,731,,diffusion-single-file,YES,YES,DuckDuckGo search + HTTP verification
TinyBERT_General_4L_312D,huawei-noah,https://huggingface.co/huawei-noah/TinyBERT_General_4L_312D,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"TinyBERT_General_4L_312D is a compact AI model developed by Huawei Noah's Ark Lab, optimized for general-purpose natural language processing tasks using the transformers library. With its four-layer architecture and 312-dimensional output space, it provides efficient performance for a wide range of applications including text classification, question-answering, and sentiment analysis.",437742,89,,transformers,YES,YES,DuckDuckGo search + HTTP verification
Qwen3-8B-FP8,nvidia,https://huggingface.co/nvidia/Qwen3-8B-FP8,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Qwen3-8B-FP8 is a text-generation AI model optimized for 8-bit half-precision floating-point (FP8) precision, developed by Nvidia specifically for generating coherent and contextually relevant text.",437522,6,text-generation,Model Optimizer,YES,YES,DuckDuckGo search + HTTP verification
Mistral-7B-Instruct-v0.3-AWQ,solidrust,https://huggingface.co/solidrust/Mistral-7B-Instruct-v0.3-AWQ,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Mistral-7B-Instruct-v0.3-AWQ is a text-generation AI model specifically designed for language understanding and response, tailored by solidrust, utilizing the transformers library.",436631,11,text-generation,transformers,YES,YES,DuckDuckGo search + HTTP verification
DeepSeek-V4-Flash-0731-NVFP4,MJPansa,https://huggingface.co/MJPansa/DeepSeek-V4-Flash-0731-NVFP4,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"DeepSeek-V4-Flash-0731-NVFP4 is a text-generation AI model developed by MJPansa, designed to produce high-quality, coherent text for applications such as chatbots, content generation, and natural language processing tasks.",436491,17,text-generation,transformers,YES,YES,DuckDuckGo search + HTTP verification
Voxtral-Mini-4B-Realtime-2602-gguf,handy-computer,https://huggingface.co/handy-computer/Voxtral-Mini-4B-Realtime-2602-gguf,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Voxtral-Mini-4B-Realtime-2602-gguf is a specialized AI model designed for real-time automatic speech recognition, using transcribe.cpp library, with a 4 billion parameter size tailored for efficient processing of audio data.",436413,3,automatic-speech-recognition,transcribe.cpp,YES,YES,DuckDuckGo search + HTTP verification
