model_name,organization,source_url,official_website,logo_url,description,downloads,likes,pipeline_tag,library_name
Qwythos-9B-Claude-Mythos-5-1M-GGUF,empero-ai,https://huggingface.co/empero-ai/Qwythos-9B-Claude-Mythos-5-1M-GGUF,https://huggingface.co/empero-ai/Qwythos-9B-Claude-Mythos-5-1M-GGUF,https://huggingface.co/api/organizations/empero-ai/avatar,"<p align=""center""> <img src=""https://huggingface.co/empero-ai/Qwythos-9B-Claude-Mythos-5-1M/resolve/main/assets/qwythos.png"" alt=""Qwythos-9B"" width=""640""/> </p>",503287,2679,image-text-to-text,gguf
emotion-english-distilroberta-base,j-hartmann,https://huggingface.co/j-hartmann/emotion-english-distilroberta-base,https://huggingface.co/j-hartmann/emotion-english-distilroberta-base,https://huggingface.co/api/organizations/j-hartmann/avatar,"With this model, you can classify emotions in English text data. The model was trained on 6 diverse datasets (see Appendix below) and predicts Ekman's 6 basic emotions, plus a neutral class:",503207,504,text-classification,transformers
wav2vec2-large-xls-r-300m-sinhala-low-LR-part1,SpideyDLK,https://huggingface.co/SpideyDLK/wav2vec2-large-xls-r-300m-sinhala-low-LR-part1,https://huggingface.co/SpideyDLK/wav2vec2-large-xls-r-300m-sinhala-low-LR-part1,https://huggingface.co/api/organizations/SpideyDLK/avatar,<!-- Provide a quick summary of what the model is/does. -->,502582,0,automatic-speech-recognition,transformers
gpt-neo-125m,EleutherAI,https://huggingface.co/EleutherAI/gpt-neo-125m,https://huggingface.co/EleutherAI/gpt-neo-125m,https://huggingface.co/api/organizations/EleutherAI/avatar,"GPT-Neo 125M is a transformer model designed using EleutherAI's replication of the GPT-3 architecture. GPT-Neo refers to the class of models, while 125M represents the number of parameters of this particular pre-trained model.",502268,229,text-generation,transformers
wav2vec2-large-xlsr-53-estonian,anton-l,https://huggingface.co/anton-l/wav2vec2-large-xlsr-53-estonian,https://huggingface.co/anton-l/wav2vec2-large-xlsr-53-estonian,https://huggingface.co/api/organizations/anton-l/avatar,"Fine-tuned [facebook/wav2vec2-large-xlsr-53](https://huggingface.co/facebook/wav2vec2-large-xlsr-53) on Estonian using the [Common Voice](https://huggingface.co/datasets/common_voice) dataset. When using this model, make sure that your speech input is sampled at 16kHz.",501975,1,automatic-speech-recognition,transformers
distilbert-base-multilingual-cased,distilbert,https://huggingface.co/distilbert/distilbert-base-multilingual-cased,https://huggingface.co/distilbert/distilbert-base-multilingual-cased,https://huggingface.co/api/organizations/distilbert/avatar,"1. [Model Details](#model-details) 2. [Uses](#uses) 3. [Bias, Risks, and Limitations](#bias-risks-and-limitations) 4. [Training Details](#training-details) 5. [Evaluation](#evaluation) 6. [Environmental Impact](#environmental-impact) 7. [Citation](#citation) 8. [How To Get Started With the Model](#how-to-get-started-with-the-model)",501856,244,fill-mask,transformers
tiny-random-Gemma2ForCausalLM,hmellor,https://huggingface.co/hmellor/tiny-random-Gemma2ForCausalLM,https://huggingface.co/hmellor/tiny-random-Gemma2ForCausalLM,https://huggingface.co/api/organizations/hmellor/avatar,<!-- Provide a quick summary of what the model is/does. -->,501804,0,text-generation,transformers
siglip2-so400m-patch16-256,google,https://huggingface.co/google/siglip2-so400m-patch16-256,https://huggingface.co/google/siglip2-so400m-patch16-256,https://huggingface.co/api/organizations/google/avatar,"[SigLIP 2](https://huggingface.co/papers/2502.14786) extends the pretraining objective of [SigLIP](https://huggingface.co/papers/2303.15343) with prior, independently developed techniques into a unified recipe, for improved semantic understanding, localization, and dense features.",500920,6,zero-shot-image-classification,transformers
LTX-Video,Lightricks,https://huggingface.co/Lightricks/LTX-Video,https://huggingface.co/Lightricks/LTX-Video,https://huggingface.co/api/organizations/Lightricks/avatar,"This model card focuses on the model associated with the LTX-Video model, codebase available [here](https://github.com/Lightricks/LTX-Video).",497711,2287,image-to-video,diffusers
canine-c,google,https://huggingface.co/google/canine-c,https://huggingface.co/google/canine-c,https://huggingface.co/api/organizations/google/avatar,Pretrained CANINE model on 104 languages using a masked language modeling (MLM) objective. It was introduced in the paper [CANINE: Pre-training an Efficient Tokenization-Free Encoder for Language Representation](https://arxiv.org/abs/2103.06874) and first released in [this repository](https://github.com/google-research/language/tree/master/language/canine).,496970,37,feature-extraction,transformers
MedCPT-Cross-Encoder,ncbi,https://huggingface.co/ncbi/MedCPT-Cross-Encoder,https://huggingface.co/ncbi/MedCPT-Cross-Encoder,https://huggingface.co/api/organizations/ncbi/avatar,"```python import torch from transformers import AutoTokenizer, AutoModelForSequenceClassification",496643,32,text-classification,transformers
falcon-7b,tiiuae,https://huggingface.co/tiiuae/falcon-7b,https://huggingface.co/tiiuae/falcon-7b,https://huggingface.co/api/organizations/tiiuae/avatar,"**Falcon-7B is a 7B parameters causal decoder-only model built by [TII](https://www.tii.ae) and trained on 1,500B tokens of [RefinedWeb](https://huggingface.co/datasets/tiiuae/falcon-refinedweb) enhanced with curated corpora. It is made available under the Apache 2.0 license.**",495588,1105,text-generation,transformers
gemma-4-12B-coder-fable5-composer2.5-v1-GGUF,yuxinlu1,https://huggingface.co/yuxinlu1/gemma-4-12B-coder-fable5-composer2.5-v1-GGUF,https://huggingface.co/yuxinlu1/gemma-4-12B-coder-fable5-composer2.5-v1-GGUF,https://huggingface.co/api/organizations/yuxinlu1/avatar,"> **No matter your GPU. No matter your RAM.** If you've got **~4.5 GB** of VRAM *or* unified memory free, > you can run your own private, offline coding assistant right now. 🚀 > This is the **v1 / code edition** — distilled from **real chain-of-thought** so it *thinks through* a problem > before writing the solution. 🧠💻 All local, all yours, no API, no cloud.",495227,2864,text-generation,gguf
Qwen3.6-27B-MLX-6bit,lmstudio-community,https://huggingface.co/lmstudio-community/Qwen3.6-27B-MLX-6bit,https://huggingface.co/lmstudio-community/Qwen3.6-27B-MLX-6bit,https://huggingface.co/api/organizations/lmstudio-community/avatar,_👾 [LM Studio](https://lmstudio.ai) Community models highlights program. Highlighting new & noteworthy models by the community. Join the conversation on [Discord](https://discord.gg/aPQfnNkxGC)_.,494522,2,image-text-to-text,transformers
Muse-Glimmer-30B-GGUF,meta-models,https://huggingface.co/meta-models/Muse-Glimmer-30B-GGUF,https://huggingface.co/meta-models/Muse-Glimmer-30B-GGUF,https://huggingface.co/api/organizations/meta-models/avatar,**Authors:** Meta Superintelligence Lab **Model Release Date:** August 2026 **License:** [Apache 2.0](https://www.apache.org/licenses/LICENSE-2.0),494204,326,image-text-to-text,
Qwen3.6-27B-MLX-5bit,lmstudio-community,https://huggingface.co/lmstudio-community/Qwen3.6-27B-MLX-5bit,https://huggingface.co/lmstudio-community/Qwen3.6-27B-MLX-5bit,https://huggingface.co/api/organizations/lmstudio-community/avatar,_👾 [LM Studio](https://lmstudio.ai) Community models highlights program. Highlighting new & noteworthy models by the community. Join the conversation on [Discord](https://discord.gg/aPQfnNkxGC)_.,493525,0,image-text-to-text,transformers
convnext_tiny.in12k_ft_in1k,timm,https://huggingface.co/timm/convnext_tiny.in12k_ft_in1k,https://huggingface.co/timm/convnext_tiny.in12k_ft_in1k,https://huggingface.co/api/organizations/timm/avatar,A ConvNeXt image classification model. Pretrained in `timm` on ImageNet-12k (a 11821 class subset of full ImageNet-22k) and fine-tuned on ImageNet-1k by Ross Wightman.,493478,6,image-classification,timm
chronos-t5-tiny,amazon,https://huggingface.co/amazon/chronos-t5-tiny,https://huggingface.co/amazon/chronos-t5-tiny,https://huggingface.co/api/organizations/amazon/avatar,"🚀 **Update Feb 14, 2025**: Chronos-Bolt & original Chronos models are now available on Amazon SageMaker JumpStart! Check out the [tutorial notebook](https://github.com/amazon-science/chronos-forecasting/blob/main/notebooks/deploy-chronos-to-amazon-sagemaker.ipynb) to learn how to deploy Chronos endpoints for production use in a few lines of code.",493227,122,time-series-forecasting,chronos-forecasting
gender_cls_svm_ecapa_voxceleb,griko,https://huggingface.co/griko/gender_cls_svm_ecapa_voxceleb,https://huggingface.co/griko/gender_cls_svm_ecapa_voxceleb,https://huggingface.co/api/organizations/griko/avatar,"This model combines the SpeechBrain ECAPA-TDNN speaker embedding model with an SVM classifier to predict speaker gender from audio input. The model was trained and evaluated on the VoxCeleb2, Mozilla Common Voice v10.0, and TIMIT datasets",492965,3,audio-classification,
Mistral-Nemo-Instruct-2407-W8A8-Dynamic-Per-Token,noneUsername,https://huggingface.co/noneUsername/Mistral-Nemo-Instruct-2407-W8A8-Dynamic-Per-Token,https://huggingface.co/noneUsername/Mistral-Nemo-Instruct-2407-W8A8-Dynamic-Per-Token,https://huggingface.co/api/organizations/noneUsername/avatar,"Note: This model is no longer the optimal W8A8 quantization, please consider using a better quantization model I made later: noneUsername/Mistral-Nemo-Instruct-2407-W8A8-Dynamic-Per-Token-better",492578,0,,
Qwen3.5-35B-A3B-GPTQ-Int4,Qwen,https://huggingface.co/Qwen/Qwen3.5-35B-A3B-GPTQ-Int4,https://huggingface.co/Qwen/Qwen3.5-35B-A3B-GPTQ-Int4,https://huggingface.co/api/organizations/Qwen/avatar,"<img width=""400px"" src=""https://qianwen-res.oss-accelerate.aliyuncs.com/logo_qwen3.5.png"">",491506,91,image-text-to-text,transformers
Wan2.1,DeepBeepMeep,https://huggingface.co/DeepBeepMeep/Wan2.1,https://huggingface.co/DeepBeepMeep/Wan2.1,https://huggingface.co/api/organizations/DeepBeepMeep/avatar,You will find here all the Wan 2.1 Video models used with WanGP (https://github.com/deepbeepmeep/Wan2GP) :,491497,49,,diffusion-single-file
dots.mocr,dots-studio,https://huggingface.co/dots-studio/dots.mocr,https://huggingface.co/dots-studio/dots.mocr,https://huggingface.co/api/organizations/dots-studio/avatar,"<div align=""center"">",491464,166,image-text-to-text,dots_mocr
Ornith-1.0-35B-FP8,ornith-ai,https://huggingface.co/ornith-ai/Ornith-1.0-35B-FP8,https://huggingface.co/ornith-ai/Ornith-1.0-35B-FP8,https://huggingface.co/api/organizations/ornith-ai/avatar,"<img width=""600px"" src=""assets/ornith_logo.png"">",490465,83,text-generation,transformers
Clinical-Longformer,yikuan8,https://huggingface.co/yikuan8/Clinical-Longformer,https://huggingface.co/yikuan8/Clinical-Longformer,https://huggingface.co/api/organizations/yikuan8/avatar,"<span style=""font-size:larger;"">**Clinical-Longformer**</span> is a clinical knowledge enriched version of Longformer that was further pre-trained using MIMIC-III clinical notes. It allows up to 4,096 tokens as the model input. Clinical-Longformer consistently out-performs ClinicalBERT across 10 baseline dataset for at least 2 percent. Those downstream experiments broadly cover named entity recognition (NER), question answering (QA), natural language inference (NLI) and text classification tasks",487609,69,fill-mask,transformers
MiniMax-M2.5,MiniMaxAI,https://huggingface.co/MiniMaxAI/MiniMax-M2.5,https://huggingface.co/MiniMaxAI/MiniMax-M2.5,https://huggingface.co/api/organizations/MiniMaxAI/avatar,"<div align=""center"">",487430,1507,text-generation,transformers
lambda,unslothai,https://huggingface.co/unslothai/lambda,https://huggingface.co/unslothai/lambda,https://huggingface.co/api/organizations/unslothai/avatar,We log statistics to see if any envs are breaking,486219,0,feature-extraction,transformers
small-Qwen3ForCausalLM,trl-internal-testing,https://huggingface.co/trl-internal-testing/small-Qwen3ForCausalLM,https://huggingface.co/trl-internal-testing/small-Qwen3ForCausalLM,https://huggingface.co/api/organizations/trl-internal-testing/avatar,This is a minimal model built for unit tests in the [TRL](https://github.com/huggingface/trl) library.,485897,0,text-generation,transformers
MiniMax-H3-GGUF,unsloth,https://huggingface.co/unsloth/MiniMax-H3-GGUF,https://huggingface.co/unsloth/MiniMax-H3-GGUF,https://huggingface.co/api/organizations/unsloth/avatar,"Instructions further below. GGUF for MiniMax-H3, compatible on most platforms including stablediffusion.cpp and Unsloth.",484690,254,image-text-to-video,gguf
deberta-v2-large-japanese-char-wwm,ku-nlp,https://huggingface.co/ku-nlp/deberta-v2-large-japanese-char-wwm,https://huggingface.co/ku-nlp/deberta-v2-large-japanese-char-wwm,https://huggingface.co/api/organizations/ku-nlp/avatar,"This is a Japanese DeBERTa V2 large model pre-trained on Japanese Wikipedia, the Japanese portion of CC-100, and the Japanese portion of OSCAR. This model is trained with character-level tokenization and whole word masking.",484483,9,fill-mask,transformers
gemma-4-26B-A4B-it-QAT-MLX-4bit,lmstudio-community,https://huggingface.co/lmstudio-community/gemma-4-26B-A4B-it-QAT-MLX-4bit,https://huggingface.co/lmstudio-community/gemma-4-26B-A4B-it-QAT-MLX-4bit,https://huggingface.co/api/organizations/lmstudio-community/avatar,_👾 [LM Studio](https://lmstudio.ai) Community models highlights program. Highlighting new & noteworthy models by the community. Join the conversation on [Discord](https://discord.gg/aPQfnNkxGC)_.,484053,15,image-text-to-text,transformers
Qwen3.6-40B-Claude-4.6-Opus-Deckard-Heretic-Uncensored-Thinking-NEO-CODE-Di-IMatrix-MAX-GGUF,DavidAU,https://huggingface.co/DavidAU/Qwen3.6-40B-Claude-4.6-Opus-Deckard-Heretic-Uncensored-Thinking-NEO-CODE-Di-IMatrix-MAX-GGUF,https://huggingface.co/DavidAU/Qwen3.6-40B-Claude-4.6-Opus-Deckard-Heretic-Uncensored-Thinking-NEO-CODE-Di-IMatrix-MAX-GGUF,https://huggingface.co/api/organizations/DavidAU/avatar,"<small><font color=""red"">Need GENIUS (openAI, Claude level) level firepower?</font> FABLE-FUSION-711 Qwen 3.6 27B: 2200+ likes, 3rd party verfications of all claims, and 3 million + downloads. Exceeds all critical benchmarks for Qwen 3.6 27B and Qwen 3.6 35B-A3B in both 4 bit and 8bit. It clocks in at a shocking 700+ ARC-C for both 4 bit and 8bit. https://huggingface.co/DavidAU/Qwen3.6-27B-Fable-Fusion-711-Uncensored-Heretic-NM-DAU-NEO-MAX-MTP-GGUF or see the expanded, and higher IQ version of """,482760,732,image-text-to-text,
gemma-4-31B-it-GGUF,unsloth,https://huggingface.co/unsloth/gemma-4-31B-it-GGUF,https://huggingface.co/unsloth/gemma-4-31B-it-GGUF,https://huggingface.co/api/organizations/unsloth/avatar,"<div> <p style=""margin: 0 0 0px 0; margin-top: 0px;""> <em>See <a href=""https://unsloth.ai/docs/basics/unsloth-dynamic-v2.0-gguf"">Unsloth Dynamic 2.0 GGUFs</a> for our quantization benchmarks.</em> </p> <div style=""display: flex; gap: 5px; align-items: center; margin-bottom: 0px;""> <a href=""https://github.com/unslothai/unsloth/""> <img src=""https://github.com/unslothai/unsloth/raw/main/images/unsloth%20new%20logo.png"" width=""133""> </a> <a href=""https://discord.gg/unsloth""> <img src=""https://github",481657,599,image-text-to-text,
Flux2-Klein-9B-True-V2,wikeeyang,https://huggingface.co/wikeeyang/Flux2-Klein-9B-True-V2,https://huggingface.co/wikeeyang/Flux2-Klein-9B-True-V2,https://huggingface.co/api/organizations/wikeeyang/avatar,--------------------------,479812,194,text-to-image,diffusers
Juggernaut-XL-v9,RunDiffusion,https://huggingface.co/RunDiffusion/Juggernaut-XL-v9,https://huggingface.co/RunDiffusion/Juggernaut-XL-v9,https://huggingface.co/api/organizations/RunDiffusion/avatar,"<div align=""center"">",479364,420,text-to-image,diffusers
layoutlmv2-base-uncased,microsoft,https://huggingface.co/microsoft/layoutlmv2-base-uncased,https://huggingface.co/microsoft/layoutlmv2-base-uncased,https://huggingface.co/api/organizations/microsoft/avatar,**Multimodal (text + layout/format + image) pre-training for document AI**,478929,68,,transformers
